Position,Name,Salary,GameInfo,AvgPointsPerGame,Team,Opponent,Projection,Projection_dfn,Actual_fpts,HomeTeam,AwayTeam,IsHome,Date,Contest
PF/C,Kelly Olynyk,5400,MIA@BOS 12/20/2017 07:30PM ET,21.142,MIA,BOS,0.0,26.8,48.75,BOS,MIA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Willie Cauley-Stein,5400,SAC@BKN 12/20/2017 07:30PM ET,23.865,SAC,BKN,0.0,27.5,26.25,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Rudy Gay,5400,SA@POR 12/20/2017 10:00PM ET,24.345,SA,POR,0.0,25.7,10.75,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Jonas Valanciunas,5400,TOR@CHA 12/20/2017 07:00PM ET,23.708,TOR,CHA,0.0,24.8,18.75,CHA,TOR,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Julius Randle,5400,LAL@HOU 12/20/2017 08:00PM ET,25.018,LAL,HOU,0.0,31.3,6.25,HOU,LAL,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,John Collins,5300,IND@ATL 12/20/2017 07:30PM ET,24.302,ATL,IND,0.0,24.8,29.25,ATL,IND,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Pau Gasol,5300,SA@POR 12/20/2017 10:00PM ET,26.967,SA,POR,0.0,20.2,52.75,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Derrick Favors,5300,UTA@OKC 12/20/2017 08:00PM ET,25.612,UTA,OKC,0.0,27.1,11.5,OKC,UTA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Dewayne Dedmon,5200,IND@ATL 12/20/2017 07:30PM ET,25.038,ATL,IND,0.0,0.0,0.0,ATL,IND,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Justin Holiday,5200,ORL@CHI 12/20/2017 08:00PM ET,27.241,CHI,ORL,0.0,25.8,22.5,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SF,Kyle Anderson,5200,SA@POR 12/20/2017 10:00PM ET,24.489,SA,POR,0.0,12.6,23.0,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Yogi Ferrell,5200,DET@DAL 12/20/2017 08:30PM ET,19.355,DAL,DET,0.0,16.5,25.25,DAL,DET,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Milos Teodosic,5200,PHO@LAC 12/20/2017 10:30PM ET,20.708,LAC,PHO,0.0,27.9,24.25,LAC,PHO,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Ersan Ilyasova,5100,IND@ATL 12/20/2017 07:30PM ET,20.303,ATL,IND,0.0,25.9,17.75,ATL,IND,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Marcus Smart,5100,MIA@BOS 12/20/2017 07:30PM ET,24.363,BOS,MIA,0.0,24.7,29.0,BOS,MIA,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF,Lauri Markkanen,5100,ORL@CHI 12/20/2017 08:00PM ET,29.75,CHI,ORL,0.0,25.8,17.25,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Ricky Rubio,5100,UTA@OKC 12/20/2017 08:00PM ET,26.583,UTA,OKC,0.0,30.3,8.5,OKC,UTA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Danny Green,5000,SA@POR 12/20/2017 10:00PM ET,21.361,SA,POR,0.0,16.7,16.5,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Joe Ingles,5000,UTA@OKC 12/20/2017 08:00PM ET,25.04,UTA,OKC,0.0,25.4,12.0,OKC,UTA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Avery Bradley,5000,DET@DAL 12/20/2017 08:30PM ET,24.268,DET,DAL,0.0,0.0,0.0,DAL,DET,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Dennis Smith,5000,DET@DAL 12/20/2017 08:30PM ET,26.967,DAL,DET,0.0,24.1,28.75,DAL,DET,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Tyler Johnson,4900,MIA@BOS 12/20/2017 07:30PM ET,20.866,MIA,BOS,0.0,28.7,35.25,BOS,MIA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF,Bobby Portis,4900,ORL@CHI 12/20/2017 08:00PM ET,25.588,CHI,ORL,0.0,21.2,23.75,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,DeMarre Carroll,4900,SAC@BKN 12/20/2017 07:30PM ET,27.029,BKN,SAC,0.0,25.2,29.75,BKN,SAC,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG,Eric Gordon,4900,LAL@HOU 12/20/2017 08:00PM ET,27.204,HOU,LAL,0.0,27.1,32.0,HOU,LAL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Larry Nance,4900,LAL@HOU 12/20/2017 08:00PM ET,23.25,LAL,HOU,0.0,21.7,32.25,HOU,LAL,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,George Hill,4800,SAC@BKN 12/20/2017 07:30PM ET,19.769,SAC,BKN,0.0,23.9,37.25,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Trevor Ariza,4800,LAL@HOU 12/20/2017 08:00PM ET,24.444,HOU,LAL,0.0,28.3,48.75,HOU,LAL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Trey Lyles,4800,MIN@DEN 12/20/2017 09:00PM ET,15.8,DEN,MIN,0.0,21.9,18.25,DEN,MIN,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Robin Lopez,4700,ORL@CHI 12/20/2017 08:00PM ET,24.638,CHI,ORL,0.0,20.7,24.25,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Zach LaVine,4700,ORL@CHI 12/20/2017 08:00PM ET,0.0,CHI,ORL,0.0,0.0,0.0,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG,Mario Hezonja,4700,ORL@CHI 12/20/2017 08:00PM ET,10.375,ORL,CHI,0.0,24.3,15.0,CHI,ORL,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Jordan Bell,4700,MEM@GS 12/20/2017 10:30PM ET,13.5,GS,MEM,0.0,24.0,18.0,GS,MEM,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Omri Casspi,4700,MEM@GS 12/20/2017 10:30PM ET,15.769,GS,MEM,0.0,22.5,22.0,GS,MEM,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Buddy Hield,4700,SAC@BKN 12/20/2017 07:30PM ET,21.731,SAC,BKN,0.0,24.5,6.0,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Wesley Matthews,4700,DET@DAL 12/20/2017 08:30PM ET,23.185,DAL,DET,0.0,22.4,14.5,DAL,DET,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Jeremy Lamb,4700,TOR@CHA 12/20/2017 07:00PM ET,26.543,CHA,TOR,0.0,22.1,41.25,CHA,TOR,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Marcus Morris,4600,MIA@BOS 12/20/2017 07:30PM ET,23.281,BOS,MIA,0.0,0.0,0.0,BOS,MIA,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Bam Adebayo,4600,MIA@BOS 12/20/2017 07:30PM ET,15.393,MIA,BOS,0.0,24.6,11.75,BOS,MIA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Al-Farouq Aminu,4600,SA@POR 12/20/2017 10:00PM ET,22.444,POR,SA,0.0,22.8,29.5,POR,SA,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF,Michael Kidd-Gilchrist,4600,TOR@CHA 12/20/2017 07:00PM ET,20.802,CHA,TOR,0.0,21.6,22.5,CHA,TOR,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Wilson Chandler,4600,MIN@DEN 12/20/2017 09:00PM ET,20.692,DEN,MIN,0.0,23.9,28.5,DEN,MIN,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,JaMychal Green,4500,MEM@GS 12/20/2017 10:30PM ET,20.722,MEM,GS,0.0,23.1,14.5,GS,MEM,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Bogdan Bogdanovic,4500,SAC@BKN 12/20/2017 07:30PM ET,19.231,SAC,BKN,0.0,21.3,20.25,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Dirk Nowitzki,4500,DET@DAL 12/20/2017 08:30PM ET,22.911,DAL,DET,0.0,23.2,21.5,DAL,DET,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Brook Lopez,4500,LAL@HOU 12/20/2017 08:00PM ET,24.705,LAL,HOU,0.0,0.0,0.0,HOU,LAL,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Greg Monroe,4500,PHO@LAC 12/20/2017 10:30PM ET,23.103,PHO,LAC,0.0,0.0,0.0,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Isaiah Canaan,4500,PHO@LAC 12/20/2017 10:30PM ET,22.833,PHO,LAC,0.0,17.0,18.5,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Bojan Bogdanovic,4400,IND@ATL 12/20/2017 07:30PM ET,21.758,IND,ATL,0.0,20.8,23.75,ATL,IND,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Allen Crabbe,4400,SAC@BKN 12/20/2017 07:30PM ET,21.61,BKN,SAC,0.0,22.8,21.25,BKN,SAC,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Lance Stephenson,4300,IND@ATL 12/20/2017 07:30PM ET,19.75,IND,ATL,0.0,22.2,30.0,ATL,IND,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Terry Rozier,4300,MIA@BOS 12/20/2017 07:30PM ET,19.909,BOS,MIA,0.0,17.9,9.25,BOS,MIA,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,David Nwaba,4300,ORL@CHI 12/20/2017 08:00PM ET,20.132,CHI,ORL,0.0,22.4,14.5,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Andre Iguodala,4300,MEM@GS 12/20/2017 10:30PM ET,18.644,GS,MEM,0.0,0.0,0.0,GS,MEM,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,De'Aaron Fox,4300,SAC@BKN 12/20/2017 07:30PM ET,20.25,SAC,BKN,0.0,0.0,0.0,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Alec Burks,4300,UTA@OKC 12/20/2017 08:00PM ET,18.292,UTA,OKC,0.0,21.3,32.75,OKC,UTA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Ekpe Udoh,4300,UTA@OKC 12/20/2017 08:00PM ET,12.366,UTA,OKC,0.0,11.9,12.5,OKC,UTA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Marvin Williams,4300,TOR@CHA 12/20/2017 07:00PM ET,19.317,CHA,TOR,0.0,18.8,14.0,CHA,TOR,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Tyson Chandler,4300,PHO@LAC 12/20/2017 10:30PM ET,22.37,PHO,LAC,0.0,20.0,10.0,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Denzel Valentine,4200,ORL@CHI 12/20/2017 08:00PM ET,21.767,CHI,ORL,0.0,18.6,40.5,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Patty Mills,4200,SA@POR 12/20/2017 10:00PM ET,19.46,SA,POR,0.0,17.6,0.0,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Tony Parker,4200,SA@POR 12/20/2017 10:00PM ET,18.639,SA,POR,0.0,0.0,0.0,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Ryan Anderson,4200,LAL@HOU 12/20/2017 08:00PM ET,21.241,HOU,LAL,0.0,20.8,11.5,HOU,LAL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Andrew Harrison,4100,MEM@GS 12/20/2017 10:30PM ET,14.469,MEM,GS,0.0,15.8,13.5,GS,MEM,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Dejounte Murray,4100,SA@POR 12/20/2017 10:00PM ET,17.808,SA,POR,0.0,20.9,17.75,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Mason Plumlee,4100,MIN@DEN 12/20/2017 09:00PM ET,18.608,DEN,MIN,0.0,24.3,40.5,DEN,MIN,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Wesley Johnson,4100,PHO@LAC 12/20/2017 10:30PM ET,17.045,LAC,PHO,0.0,0.0,0.0,LAC,PHO,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Wayne Ellington,4000,MIA@BOS 12/20/2017 07:30PM ET,15.95,MIA,BOS,0.0,21.3,18.5,BOS,MIA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Frank Mason III,4000,SAC@BKN 12/20/2017 07:30PM ET,15.841,SAC,BKN,0.0,20.2,12.75,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Manu Ginobili,4000,SA@POR 12/20/2017 10:00PM ET,16.106,SA,POR,0.0,15.3,21.25,POR,SA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Seth Curry,4000,DET@DAL 12/20/2017 08:30PM ET,0.0,DAL,DET,0.0,0.0,0.0,DAL,DET,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF,Maxi Kleber,4000,DET@DAL 12/20/2017 08:30PM ET,13.26,DAL,DET,0.0,18.4,8.5,DAL,DET,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Stanley Johnson,4000,DET@DAL 12/20/2017 08:30PM ET,16.852,DET,DAL,0.0,17.0,21.5,DAL,DET,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Frank Kaminsky,4000,TOR@CHA 12/20/2017 07:00PM ET,19.222,CHA,TOR,0.0,19.9,11.25,CHA,TOR,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Mike James,4000,PHO@LAC 12/20/2017 10:30PM ET,21.524,PHO,LAC,0.0,0.0,12.5,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Tyler Ulis,4000,PHO@LAC 12/20/2017 10:30PM ET,17.968,PHO,LAC,0.0,18.7,6.0,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Cory Joseph,3900,IND@ATL 12/20/2017 07:30PM ET,17.871,IND,ATL,0.0,18.1,18.25,ATL,IND,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Aron Baynes,3900,MIA@BOS 12/20/2017 07:30PM ET,15.152,BOS,MIA,0.0,17.1,8.25,BOS,MIA,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Justise Winslow,3900,MIA@BOS 12/20/2017 07:30PM ET,18.0,MIA,BOS,0.0,0.0,0.0,BOS,MIA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,DJ Augustin,3900,ORL@CHI 12/20/2017 08:00PM ET,17.292,ORL,CHI,0.0,15.8,21.5,CHI,ORL,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Jerian Grant,3900,ORL@CHI 12/20/2017 08:00PM ET,20.828,CHI,ORL,0.0,12.9,25.5,CHI,ORL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Chandler Parsons,3900,MEM@GS 12/20/2017 10:30PM ET,18.076,MEM,GS,0.0,0.0,0.0,GS,MEM,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Joe Harris,3900,SAC@BKN 12/20/2017 07:30PM ET,17.407,BKN,SAC,0.0,15.6,22.0,BKN,SAC,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Ish Smith,3900,DET@DAL 12/20/2017 08:30PM ET,17.958,DET,DAL,0.0,18.7,0.0,DAL,DET,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Langston Galloway,3900,DET@DAL 12/20/2017 08:30PM ET,12.116,DET,DAL,0.0,14.2,10.0,DAL,DET,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF,Pascal Siakam,3900,TOR@CHA 12/20/2017 07:00PM ET,17.25,TOR,CHA,0.0,14.0,27.5,CHA,TOR,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG,Troy Daniels,3900,PHO@LAC 12/20/2017 10:30PM ET,11.453,PHO,LAC,0.0,19.5,13.75,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Josh Jackson,3900,PHO@LAC 12/20/2017 10:30PM ET,17.172,PHO,LAC,0.0,19.4,26.0,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF,Tyler Cavanaugh,3800,IND@ATL 12/20/2017 07:30PM ET,12.145,ATL,IND,0.0,0.0,0.0,ATL,IND,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Mario Chalmers,3800,MEM@GS 12/20/2017 10:30PM ET,18.371,MEM,GS,0.0,18.5,26.0,GS,MEM,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Jahlil Okafor,3800,SAC@BKN 12/20/2017 07:30PM ET,13.75,BKN,SAC,0.0,0.0,0.0,BKN,SAC,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Ed Davis,3800,SA@POR 12/20/2017 10:00PM ET,15.775,POR,SA,0.0,15.8,23.75,POR,SA,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Evan Turner,3800,SA@POR 12/20/2017 10:00PM ET,17.65,POR,SA,0.0,19.3,18.25,POR,SA,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Joe Johnson,3800,UTA@OKC 12/20/2017 08:00PM ET,11.955,UTA,OKC,0.0,17.9,6.25,OKC,UTA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Reggie Bullock,3800,DET@DAL 12/20/2017 08:30PM ET,10.266,DET,DAL,0.0,18.9,5.5,DAL,DET,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Jakob Poeltl,3800,TOR@CHA 12/20/2017 07:00PM ET,15.58,TOR,CHA,0.0,17.8,24.0,CHA,TOR,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Cody Zeller,3800,TOR@CHA 12/20/2017 07:00PM ET,17.882,CHA,TOR,0.0,0.0,0.0,CHA,TOR,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,CJ Miles,3800,TOR@CHA 12/20/2017 07:00PM ET,16.365,TOR,CHA,0.0,0.0,0.0,CHA,TOR,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,PJ Tucker,3800,LAL@HOU 12/20/2017 08:00PM ET,18.026,HOU,LAL,0.0,23.8,27.0,HOU,LAL,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Kenneth Faried,3800,MIN@DEN 12/20/2017 09:00PM ET,15.59,DEN,MIN,0.0,0.0,0.0,DEN,MIN,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Emmanuel Mudiay,3800,MIN@DEN 12/20/2017 09:00PM ET,18.405,DEN,MIN,0.0,0.0,0.0,DEN,MIN,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Jawun Evans,3800,PHO@LAC 12/20/2017 10:30PM ET,11.432,LAC,PHO,0.0,8.1,6.5,LAC,PHO,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Sam Dekker,3800,PHO@LAC 12/20/2017 10:30PM ET,8.92,LAC,PHO,0.0,14.8,13.75,LAC,PHO,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG,Marco Belinelli,3700,IND@ATL 12/20/2017 07:30PM ET,20.042,ATL,IND,0.0,16.0,18.75,ATL,IND,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Glenn Robinson III,3700,IND@ATL 12/20/2017 07:30PM ET,0.0,IND,ATL,0.0,0.0,0.0,ATL,IND,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Jordan Mickey,3700,MIA@BOS 12/20/2017 07:30PM ET,12.889,MIA,BOS,0.0,19.9,19.5,BOS,MIA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Arron Afflalo,3700,ORL@CHI 12/20/2017 08:00PM ET,5.693,ORL,CHI,0.0,9.3,3.5,CHI,ORL,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Dillon Brooks,3700,MEM@GS 12/20/2017 10:30PM ET,15.85,MEM,GS,0.0,17.6,12.5,GS,MEM,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Jonas Jerebko,3700,UTA@OKC 12/20/2017 08:00PM ET,14.413,UTA,OKC,0.0,11.5,13.0,OKC,UTA,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG,Luke Kennard,3700,DET@DAL 12/20/2017 08:30PM ET,11.57,DET,DAL,0.0,11.0,12.25,DAL,DET,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG,Fred VanVleet,3700,TOR@CHA 12/20/2017 07:00PM ET,14.723,TOR,CHA,0.0,15.1,24.5,CHA,TOR,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,OG Anunoby,3700,TOR@CHA 12/20/2017 07:00PM ET,12.688,TOR,CHA,0.0,15.1,32.5,CHA,TOR,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG,Jamal Crawford,3700,MIN@DEN 12/20/2017 09:00PM ET,15.04,MIN,DEN,0.0,14.7,32.75,DEN,MIN,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Marquese Chriss,3700,PHO@LAC 12/20/2017 10:30PM ET,16.406,PHO,LAC,0.0,15.3,25.0,LAC,PHO,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Jamil Wilson,3700,PHO@LAC 12/20/2017 10:30PM ET,11.659,LAC,PHO,0.0,17.5,21.5,LAC,PHO,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Shaun Livingston,3600,MEM@GS 12/20/2017 10:30PM ET,11.038,GS,MEM,0.0,0.0,0.0,GS,MEM,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Garrett Temple,3600,SAC@BKN 12/20/2017 07:30PM ET,16.0,SAC,BKN,0.0,13.5,9.75,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Nik Stauskas,3600,SAC@BKN 12/20/2017 07:30PM ET,6.563,BKN,SAC,0.0,8.3,3.5,BKN,SAC,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Kosta Koufos,3600,SAC@BKN 12/20/2017 07:30PM ET,16.302,SAC,BKN,0.0,13.3,26.0,BKN,SAC,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Devin Harris,3600,DET@DAL 12/20/2017 08:30PM ET,16.66,DAL,DET,0.0,16.1,14.5,DAL,DET,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SF/PF,Anthony Tolliver,3600,DET@DAL 12/20/2017 08:30PM ET,13.852,DET,DAL,0.0,14.4,25.0,DAL,DET,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Norman Powell,3600,TOR@CHA 12/20/2017 07:00PM ET,15.958,TOR,CHA,0.0,16.2,14.0,CHA,TOR,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Torrey Craig,3600,MIN@DEN 12/20/2017 09:00PM ET,14.75,DEN,MIN,0.0,21.9,20.0,DEN,MIN,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,Montrezl Harrell,3600,PHO@LAC 12/20/2017 10:30PM ET,12.935,LAC,PHO,0.0,15.6,19.5,LAC,PHO,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,DeAndre' Bembry,3500,IND@ATL 12/20/2017 07:30PM ET,12.078,ATL,IND,0.0,13.7,0.0,ATL,IND,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PG/SG,Malcolm Delaney,3500,IND@ATL 12/20/2017 07:30PM ET,11.682,ATL,IND,0.0,0.0,15.0,ATL,IND,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
SG/SF,Terrence Ross,3500,ORL@CHI 12/20/2017 08:00PM ET,18.795,ORL,CHI,0.0,0.0,0.0,CHI,ORL,False,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
PF/C,David West,3500,MEM@GS 12/20/2017 10:30PM ET,16.875,GS,MEM,0.0,17.4,19.5,GS,MEM,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
C,Tyler Zeller,3500,SAC@BKN 12/20/2017 07:30PM ET,16.881,BKN,SAC,0.0,15.4,10.75,BKN,SAC,True,2017-12-20,$0.25entry_NBA Holiday Classic SUPERSat [100x]
