Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,FPPM,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exposure,Con.,Value,Mins,Score,Val,Date
Pascal Siakam,PF,TOR,@ PHX,30th,116.25,3700,4.7,31.7,17.4,0.87,16.1,6.1,19.9,17.97,16.26,16.26,%,56,4.4,13.0,11.0,3.0,2017-12-13
Jonas Jerebko,SF/PFSFPF,UTA,@ CHI,12th,101.0,3600,0.0,29.5,13.4,0.82,14.5,4.7,16.3,16.0,12.46,12.46,%,36,3.5,19.0,13.75,3.8,2017-12-13
Norman Powell,SG/SFSGSF,TOR,@ PHX,23rd,116.25,3600,0.0,27.0,16.2,0.8,20.3,7.3,20.2,12.24,10.72,10.72,%,50,3.0,10.0,2.25,0.6,2017-12-13
Wayne Ellington,SG/SFSGSF,MIA,vs POR,4th,103.25,3600,5.6,37.3,14.7,0.74,17.0,6.7,19.8,25.96,19.21,19.21,%,38,5.3,31.0,38.0,10.6,2017-12-13
Thon Maker,PF/CPFC,MIL,@ NOP,28th,108.75,3600,4.1,26.0,12.5,0.67,14.0,4.2,18.6,20.58,13.48,13.48,%,50,3.7,12.0,9.5,2.6,2017-12-13
Pat Connaughton,SG/SFSGSF,POR,@ MIA,20th,100.25,3600,1.8,27.5,12.0,0.61,14.1,5.2,19.6,20.1,12.8,12.8,%,39,3.6,10.0,4.25,1.2,2017-12-13
Malik Monk,PG/SGPGSG,CHA,@ HOU,2nd,104.0,3600,0.0,25.2,11.9,0.75,20.8,7.2,15.8,7.89,5.37,5.37,%,17,1.5,5.0,7.0,1.9,2017-12-13
Daniel Theis,PF/CPFC,BOS,vs DEN,23rd,107.0,3600,6.5,33.2,12.0,1.01,20.3,3.3,11.9,15.0,17.96,17.96,%,37,5.0,18.0,15.25,4.2,2017-12-13
Jerami Grant,SF/PFSFPF,OKC,@ IND,1st,107.5,3600,2.4,28.3,16.8,0.79,15.7,5.7,21.3,20.49,13.48,13.48,%,56,3.7,17.0,22.5,6.3,2017-12-13
Michael Carter-Williams,PG,CHA,@ HOU,2nd,104.0,3600,0.0,25.4,14.3,0.85,18.6,4.9,16.9,13.32,10.28,10.28,%,47,2.9,13.0,10.75,3.0,2017-12-13
P.J. Tucker,SF/PFSFPF,HOU,vs CHA,25th,116.0,3600,8.5,31.3,17.9,0.68,11.2,5.0,26.5,23.8,18.28,18.28,%,64,5.1,19.0,12.0,3.3,2017-12-13
Tim Frazier,PG,WAS,vs MEM,10th,103.75,3600,0.0,12.2,14.2,0.81,13.4,3.6,17.5,0.0,0.0,0.0,%,57,0.0,5.0,5.5,1.5,2017-12-13
OG Anunoby,SF/PFSFPF,TOR,@ PHX,22nd,116.25,3500,7.8,24.6,12.4,0.63,13.4,4.9,19.8,26.61,15.01,15.01,%,61,4.3,19.0,12.0,3.4,2017-12-13
Semi Ojeleye,SG/SFSGSF,BOS,vs DEN,6th,107.0,3500,1.9,17.9,6.2,0.47,10.2,2.5,13.3,20.2,8.75,8.75,%,26,2.5,28.0,9.25,2.6,2017-12-13
Wesley Iwundu,SG/SFSGSF,ORL,vs LAC,2nd,105.25,3500,8.6,23.1,4.6,0.58,21.5,2.6,7.9,28.02,14.77,14.77,%,10,4.2,32.0,12.75,3.6,2017-12-13
Shabazz Napier,PG/SGPGSG,POR,@ MIA,8th,100.25,3500,0.0,20.5,14.1,0.89,17.2,5.2,15.9,0.0,0.0,0.0,%,27,0.0,23.0,17.75,5.1,2017-12-13
Malik Beasley,SG,DEN,@ BOS,3rd,102.0,3500,9.5,29.1,7.6,0.71,18.8,3.5,10.7,26.0,17.86,17.86,%,26,5.1,17.0,11.25,3.2,2017-12-13
Sam Dekker,SF/PFSFPF,LAC,@ ORL,27th,106.25,3500,6.3,25.9,8.0,0.75,19.0,4.0,10.7,18.1,14.7,14.7,%,30,4.2,25.0,21.5,6.1,2017-12-13
Zach Collins,PF/CPFC,POR,@ MIA,1st,100.25,3400,1.4,29.7,5.2,0.68,27.2,2.3,7.6,25.0,13.53,13.53,%,0,4.0,21.0,14.25,4.2,2017-12-13
Maurice Harkless,SF/PFSFPF,POR,@ MIA,23rd,100.25,3400,2.7,25.5,13.1,0.58,11.8,4.8,22.4,21.8,12.47,12.47,%,50,3.7,9.0,6.25,1.8,2017-12-13
Patrick Patterson,PF/CPFC,OKC,@ IND,29th,107.5,3400,1.6,17.4,7.3,0.55,10.5,2.6,13.3,13.64,8.36,8.36,%,38,2.5,13.0,11.75,3.5,2017-12-13
Ben McLemore,SG/SFSGSF,MEM,@ WAS,5th,96.75,3400,6.2,29.8,12.8,0.69,19.6,6.3,18.6,25.0,16.28,16.28,%,47,4.8,23.0,14.25,4.2,2017-12-13
James Ennis,SG/SFSGSF,MEM,@ WAS,19th,96.75,3400,0.1,27.2,14.7,0.6,12.5,5.0,24.5,20.43,11.67,11.67,%,47,3.4,23.0,15.5,4.6,2017-12-13
Jameer Nelson,PG/SGPGSG,NOP,vs MIL,3rd,110.75,3400,0.0,25.5,17.1,0.7,12.3,5.3,24.4,17.46,10.83,10.83,%,57,3.2,29.0,20.25,6.0,2017-12-13
Dragan Bender,SF/PFSFPF,PHX,vs TOR,7th,104.25,3400,0.0,19.0,12.5,0.64,12.3,4.7,19.5,10.81,5.82,5.82,%,47,1.7,27.0,13.5,4.0,2017-12-13
Bismack Biyombo,PF/CPFC,ORL,vs LAC,26th,105.25,3300,4.3,22.8,12.3,0.83,14.9,3.2,14.8,12.86,12.22,12.22,%,57,3.7,16.0,18.0,5.5,2017-12-13
Juan Hernangomez,SF/PFSFPF,DEN,@ BOS,5th,102.0,3300,0.0,20.3,9.0,0.69,15.9,3.4,13.0,9.1,5.96,5.96,%,20,1.8,13.0,7.0,2.1,2017-12-13
DeAndre Liggins,PG/SFPGSF,MIL,@ NOP,30th,108.75,3300,0.8,20.0,7.7,0.49,11.1,2.5,15.6,16.75,9.01,9.01,%,29,2.7,17.0,7.5,2.3,2017-12-13
Paul Zipser,SG/SFSGSF,CHI,vs UTA,3rd,96.0,3300,0.0,18.6,11.3,0.67,17.3,5.3,16.8,9.1,5.82,5.82,%,43,1.8,10.0,3.75,1.1,2017-12-13
Luc Mbah a Moute,SF/PFSFPF,HOU,vs CHA,17th,116.0,3300,2.1,32.2,16.4,0.64,12.9,5.6,25.5,22.2,14.96,14.96,%,48,4.5,8.0,4.75,1.4,2017-12-13
Alex Abrines,SG/SFSGSF,OKC,@ IND,17th,107.5,3300,6.8,30.5,9.2,0.54,14.4,4.3,17.0,28.0,16.94,16.94,%,26,5.1,31.0,24.0,7.3,2017-12-13
Nene Hilario,C,HOU,vs CHA,17th,116.0,3300,3.1,26.5,13.9,1.03,20.8,4.3,13.5,13.2,13.15,13.15,%,52,4.0,18.0,14.0,4.2,2017-12-13
Shane Larkin,PG,BOS,vs DEN,21st,107.0,3200,0.0,13.8,7.1,0.71,16.7,3.4,10.0,0.0,0.0,0.0,%,3,0.0,17.0,27.75,8.7,2017-12-13
Deyonta Davis,PF/CPFC,MEM,@ WAS,11th,96.75,3200,3.3,25.9,10.7,0.94,15.9,2.9,11.4,13.61,13.01,13.01,%,40,4.1,9.0,4.0,1.3,2017-12-13
Jodie Meeks,SG,WAS,vs MEM,13th,103.75,3200,0.0,23.0,11.2,0.69,19.8,5.9,16.2,14.02,9.25,9.25,%,39,2.9,18.0,17.75,5.5,2017-12-13
Jarell Martin,PF/CPFC,MEM,@ WAS,19th,96.75,3200,0.0,18.3,11.1,0.69,17.3,4.4,16.1,6.73,4.97,4.97,%,40,1.6,8.0,3.25,1.0,2017-12-13
Marreese Speights,PF/CPFC,ORL,vs LAC,16th,105.25,3200,1.1,28.6,12.7,1.09,31.1,6.7,11.7,12.0,12.92,12.92,%,38,4.0,13.0,5.5,1.7,2017-12-13
Ian Clark,PG/SGPGSG,NOP,vs MIL,29th,110.75,3200,0.0,20.5,9.4,0.65,18.3,4.7,14.5,10.09,6.33,6.33,%,25,2.0,0.0,0.0,,2017-12-13
Raymond Felton,PG/SGPGSG,OKC,@ IND,15th,107.5,3100,3.8,23.4,13.5,0.82,19.0,6.4,16.5,16.57,12.18,12.18,%,58,3.9,11.0,18.75,6.0,2017-12-13
Sindarius Thornwell,SG,LAC,@ ORL,21st,106.25,3100,0.0,19.6,8.5,0.53,14.8,3.5,16.0,15.94,8.13,8.13,%,33,2.6,7.0,6.0,1.9,2017-12-13
Treveon Graham,SG/SFSGSF,CHA,@ HOU,22nd,104.0,3000,0.0,16.5,11.5,0.65,14.4,4.3,17.6,9.24,5.83,5.83,%,54,1.9,14.0,8.75,2.9,2017-12-13
Royce O'Neale,SF,UTA,@ CHI,21st,101.0,3000,0.0,20.6,8.2,0.73,16.8,2.8,11.2,4.0,3.16,3.16,%,0,1.1,2.0,0.0,,2017-12-13
Johnny O'Bryant,PF/CPFC,CHA,@ HOU,3rd,104.0,3000,0.0,21.0,9.1,1.07,32.7,4.6,8.5,5.36,5.11,5.11,%,13,1.7,4.0,1.25,0.4,2017-12-13
Josh Huestis,SF/PFSFPF,OKC,@ IND,1st,107.5,3000,0.7,14.9,6.4,0.6,16.6,2.6,10.7,13.0,6.77,6.77,%,37,2.3,16.0,8.75,2.9,2017-12-13
Rashad Vaughn,PG/SFPGSF,MIL,@ NOP,30th,108.75,3000,0.4,28.8,7.1,0.75,16.5,3.0,9.5,15.5,12.56,12.56,%,0,4.2,17.0,6.5,2.2,2017-12-13
Abdel Nader,PF,BOS,vs DEN,6th,107.0,3000,0.5,16.5,4.2,0.58,16.6,2.2,7.3,14.7,7.35,7.35,%,0,2.5,0.0,0.0,,2017-12-13
Terrance Ferguson,SG/SFSGSF,OKC,@ IND,17th,107.5,3000,0.0,8.0,2.3,0.35,12.4,1.5,6.6,5.0,1.98,1.98,%,0,0.7,9.0,5.5,1.8,2017-12-13
Gary Payton II,SG,MIL,@ NOP,30th,108.75,3000,5.3,21.5,4.9,0.57,14.9,2.5,8.6,20.0,12.28,12.28,%,6,4.1,17.0,18.5,6.2,2017-12-13
Guerschon Yabusele,PF/CPFC,BOS,vs DEN,23rd,107.0,3000,5.9,15.1,4.9,1.04,25.6,1.8,4.7,8.2,9.81,9.81,%,47,3.3,0.0,0.0,,2017-12-13
C.J. Williams,SG,LAC,@ ORL,21st,106.25,3000,0.4,12.1,7.0,0.63,15.1,2.9,11.1,8.0,5.43,5.43,%,52,1.8,22.0,11.25,3.8,2017-12-13
Danuel House,SG/SFSGSF,PHX,vs TOR,8th,104.25,3000,0.0,0.0,2.8,0.25,16.9,3.0,11.0,0.0,0.0,0.0,%,0,0.0,19.0,4.75,1.6,2017-12-13
Joel Bolomboy,PF,MIL,@ NOP,28th,108.75,3000,0.0,6.1,4.5,0.64,26.4,1.0,7.0,0.0,0.0,0.0,%,32,0.0,7.0,6.5,2.2,2017-12-13
Jamil Wilson,SF/PFSFPF,LAC,@ ORL,27th,106.25,3000,2.5,18.6,7.5,0.63,16.4,3.6,11.9,13.78,9.37,9.37,%,39,3.1,22.0,14.75,4.9,2017-12-13
Jake Layman,SF/PFSFPF,POR,@ MIA,23rd,100.25,3000,4.5,16.1,4.0,0.63,16.0,2.3,6.3,14.0,9.48,9.48,%,17,3.2,4.0,0.0,,2017-12-13
Jawun Evans,PG,LAC,@ ORL,29th,106.25,3000,2.2,18.6,9.3,0.75,22.0,4.4,12.4,11.15,9.22,9.22,%,50,3.1,25.0,18.25,6.1,2017-12-13
TJ Leaf,SF/PFSFPF,IND,vs OKC,9th,106.5,3000,0.0,13.6,6.5,0.67,14.7,3.1,9.7,3.55,2.2,2.2,%,12,0.7,4.0,4.75,1.6,2017-12-13
Jason Smith,PF/CPFC,WAS,vs MEM,10th,103.75,3000,8.6,26.9,7.1,0.69,17.9,3.5,10.3,25.0,16.43,16.43,%,26,5.5,17.0,11.0,3.7,2017-12-13
LeBron James,SF/PFSFPF,CLE,vs LAL,14th,115.0,11900,35.7,82.6,57.4,1.56,30.6,18.8,36.8,36.46,55.75,55.75,%,77,4.7,38.0,68.5,5.8,2017-12-14
Kevin Durant,SF/PFSFPF,GSW,vs DAL,12th,109.5,11300,31.5,66.7,47.8,1.41,30.6,18.3,34.0,35.24,46.59,46.59,%,79,4.1,34.0,65.25,5.8,2017-12-14
Kristaps Porzingis,PF/CPFC,NYK,@ BKN,15th,106.0,9600,21.4,71.7,41.8,1.31,35.9,20.0,32.0,34.65,42.97,42.97,%,66,4.5,17.0,23.0,2.4,2017-12-14
Andre Drummond,C,DET,@ ATL,15th,104.75,9300,25.9,64.9,43.2,1.32,20.9,9.9,32.7,33.61,42.58,42.58,%,74,4.6,31.0,55.75,6.0,2017-12-14
Karl-Anthony Towns,C,MIN,vs SAC,27th,106.5,9100,29.4,67.9,42.3,1.21,23.7,14.4,35.0,38.0,45.9,45.9,%,74,5.0,34.0,69.5,7.6,2017-12-14
Jimmy Butler,SG,MIN,vs SAC,7th,106.5,8700,25.7,60.8,37.8,1.02,23.3,15.5,36.9,39.0,40.76,40.76,%,74,4.7,35.0,51.25,5.9,2017-12-14
Kevin Love,PF/CPFC,CLE,vs LAL,20th,115.0,7900,24.6,63.8,38.0,1.32,27.5,13.1,28.7,30.0,41.43,41.43,%,71,5.2,34.0,54.75,6.9,2017-12-14
Dennis Schroder,PG,ATL,vs DET,11th,100.75,7200,21.9,48.5,34.7,1.11,30.4,17.7,31.4,32.86,33.32,33.32,%,78,4.6,27.0,29.25,4.1,2017-12-14
Lonzo Ball,PG,LAL,@ CLE,23rd,106.0,7000,15.7,64.1,32.6,1.0,17.4,10.7,32.7,33.2,36.45,36.45,%,58,5.2,37.0,43.5,6.2,2017-12-14
Klay Thompson,SG,GSW,vs DAL,16th,109.5,6900,24.1,48.4,33.4,1.01,24.3,16.1,33.1,35.77,34.55,34.55,%,79,5.0,36.0,31.75,4.6,2017-12-14
Zach Randolph,PF/CPFC,SAC,@ MIN,6th,96.5,6800,14.2,58.1,29.3,1.15,27.0,12.7,25.4,27.82,33.02,33.02,%,57,4.9,24.0,28.75,4.2,2017-12-14
Spencer Dinwiddie,PG/SGPGSG,BKN,vs NYK,22nd,107.0,6700,19.8,57.8,29.1,1.11,20.6,10.4,26.1,31.0,36.05,36.05,%,63,5.4,35.0,50.25,7.5,2017-12-14
Harrison Barnes,SF/PFSFPF,DAL,@ GSW,30th,100.5,6700,29.9,54.7,32.3,0.93,24.9,15.3,34.6,36.0,40.5,40.5,%,78,6.0,32.0,29.25,4.4,2017-12-14
Enes Kanter,PF/CPFC,NYK,@ BKN,30th,106.0,6600,20.2,53.1,30.3,1.2,21.3,9.5,25.3,27.96,34.31,34.31,%,69,5.2,27.0,28.25,4.3,2017-12-14
Brandon Ingram,SG/SFSGSF,LAL,@ CLE,19th,106.0,6500,17.9,52.7,29.8,0.88,22.5,13.3,33.7,36.2,32.83,32.83,%,67,5.1,39.0,45.0,6.9,2017-12-14
Jeff Teague,PG,MIN,vs SAC,17th,106.5,6400,15.1,52.0,31.4,0.93,19.9,11.0,33.8,34.57,30.91,30.91,%,66,4.8,30.0,24.5,3.8,2017-12-14
Tobias Harris,SF/PFSFPF,DET,@ ATL,28th,104.75,6300,18.6,52.1,30.1,0.92,22.1,14.6,32.8,34.11,32.98,32.98,%,68,5.2,30.0,29.0,4.6,2017-12-14
Andrew Wiggins,SF/PFSFPF,MIN,vs SAC,3rd,106.5,6200,14.0,43.5,29.6,0.81,23.9,15.8,36.5,37.22,26.61,26.61,%,71,4.3,33.0,24.25,3.9,2017-12-14
Rondae Hollis-Jefferson,SF/PFSFPF,BKN,vs NYK,10th,107.0,6100,15.7,50.0,27.5,1.02,22.1,10.3,27.0,32.7,30.35,30.35,%,64,5.0,37.0,48.25,7.9,2017-12-14
Taj Gibson,PF/CPFC,MIN,vs SAC,27th,106.5,5900,14.3,47.1,26.9,0.82,14.2,8.1,33.0,33.65,28.37,28.37,%,65,4.8,24.0,22.5,3.8,2017-12-14
Reggie Jackson,PG,DET,@ ATL,21st,104.75,5800,17.9,45.8,28.1,1.04,26.4,12.5,27.1,28.79,29.83,29.83,%,72,5.1,28.0,17.0,2.9,2017-12-14
Taurean Prince,SG/SFSGSF,ATL,vs DET,25th,100.75,5700,13.5,45.0,26.6,0.87,20.2,11.1,30.6,31.18,27.0,27.0,%,66,4.7,23.0,14.5,2.5,2017-12-14
Kent Bazemore,SG/SFSGSF,ATL,vs DET,25th,100.75,5700,12.8,47.1,27.7,0.98,22.3,10.2,28.2,28.71,27.53,27.53,%,65,4.8,23.0,26.25,4.6,2017-12-14
Juan Jose Barea,PG/SGPGSG,DAL,@ GSW,12th,100.5,5600,18.5,43.5,25.4,1.15,27.1,10.2,22.0,26.0,29.2,29.2,%,72,5.2,25.0,25.5,4.6,2017-12-14
Kyle Kuzma,SF/PFSFPF,LAL,@ CLE,19th,106.0,5500,11.3,43.1,28.3,0.95,21.9,12.8,29.8,26.2,24.92,24.92,%,68,4.5,30.0,28.75,5.2,2017-12-14
Courtney Lee,SG/SFSGSF,NYK,@ BKN,26th,106.0,5500,16.3,45.8,24.4,0.77,16.8,10.2,31.6,34.82,28.94,28.94,%,66,5.3,36.0,41.5,7.5,2017-12-14
John Collins,PF/CPFC,ATL,vs DET,14th,100.75,5500,10.8,43.4,24.2,1.08,21.8,8.3,22.5,25.0,24.75,24.75,%,61,4.5,19.0,29.25,5.3,2017-12-14
Caris LeVert,SG/SFSGSF,BKN,vs NYK,10th,107.0,5400,16.7,44.8,24.4,0.95,21.7,9.8,25.8,29.2,28.76,28.76,%,67,5.3,28.0,34.25,6.3,2017-12-14
Dwyane Wade,PG/SGPGSG,CLE,vs LAL,14th,115.0,5300,9.9,48.0,24.6,1.06,25.1,9.8,23.2,23.03,26.19,26.19,%,56,4.9,22.0,21.0,4.0,2017-12-14
DeMarre Carroll,SF/PFSFPF,BKN,vs NYK,20th,107.0,5300,19.9,45.5,27.8,0.96,20.0,10.5,28.9,31.6,30.9,30.9,%,74,5.8,31.0,25.25,4.8,2017-12-14
Ersan Ilyasova,SF/PFSFPF,ATL,vs DET,14th,100.75,5300,4.5,41.2,19.8,0.91,16.7,7.6,21.8,22.0,20.22,20.22,%,47,3.8,26.0,28.75,5.4,2017-12-14
Buddy Hield,SG/SFSGSF,SAC,@ MIN,6th,96.5,5200,10.5,47.6,22.4,0.99,25.2,10.6,22.6,27.21,26.39,26.39,%,53,5.1,21.0,14.25,2.7,2017-12-14
Willie Cauley-Stein,PF/CPFC,SAC,@ MIN,29th,96.5,5100,15.1,52.3,23.9,0.98,20.9,8.6,24.3,28.3,31.07,31.07,%,56,6.1,19.0,17.25,3.4,2017-12-14
Julius Randle,PF/CPFC,LAL,@ CLE,21st,106.0,5100,17.3,42.5,24.7,1.12,24.2,8.7,22.1,25.9,28.05,28.05,%,71,5.5,21.0,23.5,4.6,2017-12-14
Avery Bradley,PG/SGPGSG,DET,@ ATL,23rd,104.75,5100,12.0,41.7,24.2,0.78,24.7,13.7,31.0,33.0,24.72,24.72,%,65,4.8,26.0,26.25,5.1,2017-12-14
Jordan Clarkson,PG/SGPGSG,LAL,@ CLE,25th,106.0,5000,12.4,45.6,24.3,1.1,28.8,12.1,22.1,25.0,26.6,26.6,%,61,5.3,25.0,17.75,3.6,2017-12-14
Brook Lopez,C,LAL,@ CLE,21st,106.0,4700,4.1,44.1,25.5,1.14,25.9,11.1,22.3,18.6,21.24,21.24,%,55,4.5,22.0,13.75,2.9,2017-12-14
Yogi Ferrell,PG/SGPGSG,DAL,@ GSW,12th,100.5,4600,8.6,34.3,18.2,0.65,16.5,7.8,27.8,33.0,19.57,19.57,%,60,4.3,24.0,18.75,4.1,2017-12-14
Wesley Matthews,SG/SFSGSF,DAL,@ GSW,19th,100.5,4600,8.8,43.7,23.4,0.69,17.3,10.8,34.1,33.76,23.73,23.73,%,57,5.2,29.0,13.5,2.9,2017-12-14
Larry Nance Jr.,SF/PFSFPF,LAL,@ CLE,19th,106.0,4500,8.3,40.8,23.3,1.01,15.6,6.7,23.1,22.1,22.23,22.23,%,60,4.9,21.0,29.5,6.6,2017-12-14
De'Aaron Fox,PG,SAC,@ MIN,19th,96.5,4400,7.4,33.1,20.9,0.81,23.4,10.0,25.7,25.46,18.43,18.43,%,65,4.2,7.0,4.0,0.9,2017-12-14
Jarrett Jack,PG,NYK,@ BKN,30th,106.0,4400,13.5,39.6,20.1,0.79,14.5,6.3,25.6,25.74,24.66,24.66,%,63,5.6,22.0,17.0,3.9,2017-12-14
Allen Crabbe,SG/SFSGSF,BKN,vs NYK,10th,107.0,4400,11.0,41.0,22.0,0.81,18.7,10.4,27.1,30.4,23.86,23.86,%,61,5.4,35.0,10.5,2.4,2017-12-14
Dirk Nowitzki,PF/CPFC,DAL,@ GSW,13th,100.5,4400,13.7,39.1,22.7,0.93,20.1,9.4,24.5,25.74,24.56,24.56,%,68,5.6,26.0,33.25,7.6,2017-12-14
Jeff Green,SF/PFSFPF,CLE,vs LAL,14th,115.0,4300,7.4,38.8,19.1,0.89,21.3,7.7,21.4,24.29,20.87,20.87,%,53,4.9,24.0,16.25,3.8,2017-12-14
George Hill,PG/SGPGSG,SAC,@ MIN,19th,96.5,4200,7.3,37.5,19.3,0.77,16.7,7.5,25.2,24.4,20.23,20.23,%,55,4.8,29.0,24.0,5.7,2017-12-14
Andre Iguodala,SG/SFSGSF,GSW,vs DAL,16th,109.5,4200,13.2,31.3,18.1,0.7,11.5,5.0,26.0,30.25,20.96,20.96,%,72,5.0,29.0,20.75,4.9,2017-12-14
J.R. Smith,SG/SFSGSF,CLE,vs LAL,14th,115.0,4100,10.3,35.2,18.0,0.6,13.5,7.7,30.0,33.0,20.99,20.99,%,60,5.1,31.0,19.5,4.8,2017-12-14
Tyler Cavanaugh,PF,ATL,vs DET,14th,100.75,4100,0.0,31.0,13.6,0.88,14.7,4.4,15.5,14.1,12.56,12.56,%,32,3.1,7.0,12.5,3.0,2017-12-14
Jahlil Okafor,C,BKN,vs NYK,4th,107.0,4000,0.0,37.9,12.6,1.01,30.6,4.5,12.5,16.1,14.7,14.7,%,0,3.7,0.0,0.0,,2017-12-14
Ishmael Smith,PG,DET,@ ATL,21st,104.75,4000,9.4,31.4,18.5,0.95,23.4,8.6,19.4,19.21,18.85,18.85,%,66,4.7,10.0,6.25,1.6,2017-12-14
Marco Belinelli,SG,ATL,vs DET,11th,100.75,4000,7.8,36.5,21.1,0.85,20.9,9.8,24.9,23.11,20.08,20.08,%,61,5.0,10.0,5.5,1.4,2017-12-14
Frank Mason III,PG/SGPGSG,SAC,@ MIN,19th,96.5,3900,12.1,36.9,16.0,0.87,25.8,6.8,18.3,24.83,22.72,22.72,%,56,5.8,22.0,15.5,4.0,2017-12-14
Bogdan Bogdanovic,SG/SFSGSF,SAC,@ MIN,6th,96.5,3900,13.6,32.3,18.6,0.78,20.5,8.5,23.8,29.16,21.58,21.58,%,71,5.5,32.0,21.5,5.5,2017-12-14
Kyle O'Quinn,PF/CPFC,NYK,@ BKN,15th,106.0,3800,0.9,36.3,18.7,1.2,19.3,4.4,15.6,13.72,16.08,16.08,%,46,4.2,20.0,30.0,7.9,2017-12-14
Shaun Livingston,PG/SGPGSG,GSW,vs DAL,24th,109.5,3800,9.2,28.8,11.2,0.73,15.7,4.4,15.4,23.0,17.55,17.55,%,50,4.6,20.0,9.75,2.6,2017-12-14
Gorgui Dieng,PF/CPFC,MIN,vs SAC,27th,106.5,3800,5.4,34.1,15.8,0.94,18.3,5.1,16.8,18.0,17.71,17.71,%,48,4.7,24.0,27.0,7.1,2017-12-14
Kyle Korver,SG/SFSGSF,CLE,vs LAL,14th,115.0,3800,5.7,33.6,17.4,0.79,17.0,7.3,22.0,23.64,17.68,17.68,%,54,4.7,21.0,15.75,4.1,2017-12-14
Frank Ntilikina,PG/SGPGSG,NYK,@ BKN,30th,106.0,3800,9.3,38.2,15.6,0.8,19.3,6.1,19.6,24.58,21.68,21.68,%,47,5.7,27.0,28.75,7.6,2017-12-14
Tristan Thompson,PF/CPFC,CLE,vs LAL,16th,115.0,3700,0.0,17.8,12.3,0.64,8.2,2.8,19.2,8.4,5.22,5.22,%,49,1.4,0.0,0.0,,2017-12-14
Jae Crowder,SF/PFSFPF,CLE,vs LAL,14th,115.0,3700,3.7,30.2,15.9,0.63,16.0,7.2,25.2,24.79,15.05,15.05,%,52,4.1,24.0,14.0,3.8,2017-12-14
Michael Beasley,SF/PFSFPF,NYK,@ BKN,15th,106.0,3700,1.2,34.0,14.9,0.96,28.5,7.4,15.6,14.13,15.25,15.25,%,37,4.1,19.0,22.0,5.9,2017-12-14
Joe Harris,SG/SFSGSF,BKN,vs NYK,10th,107.0,3700,6.4,30.2,17.9,0.76,16.9,7.9,23.5,23.5,16.59,16.59,%,62,4.5,21.0,11.0,3.0,2017-12-14
Dwight Powell,PF/CPFC,DAL,@ GSW,13th,100.5,3700,7.6,35.0,16.5,0.95,17.7,4.9,17.3,18.34,19.33,19.33,%,53,5.2,22.0,15.5,4.2,2017-12-14
Stanley Johnson,SG/SFSGSF,DET,@ ATL,28th,104.75,3700,0.0,25.1,16.5,0.59,13.6,7.2,27.8,14.8,9.46,9.46,%,53,2.6,14.0,6.0,1.6,2017-12-14
Jamal Crawford,SG,MIN,vs SAC,7th,106.5,3600,5.8,31.7,14.9,0.87,26.4,8.0,17.1,20.62,16.89,16.89,%,50,4.7,16.0,8.5,2.4,2017-12-14
Garrett Temple,PG/SGPGSG,SAC,@ MIN,6th,96.5,3600,0.0,26.8,15.7,0.65,16.0,7.0,24.0,19.0,11.27,11.27,%,51,3.1,17.0,11.75,3.3,2017-12-14
Doug McDermott,SF/PFSFPF,NYK,@ BKN,15th,106.0,3600,7.9,29.8,15.3,0.65,14.6,6.9,23.6,26.77,17.29,17.29,%,59,4.8,25.0,10.75,3.0,2017-12-14
Jordan Bell,PF/CPFC,GSW,vs DAL,25th,109.5,3600,18.4,48.1,12.5,1.17,13.8,2.8,10.7,25.3,31.12,31.12,%,32,8.6,24.0,30.5,8.5,2017-12-14
David West,PF/CPFC,GSW,vs DAL,25th,109.5,3600,19.0,39.2,16.6,1.39,22.4,4.6,11.9,18.2,27.66,27.66,%,65,7.7,14.0,22.75,6.3,2017-12-14
DeAndre Bembry,SG/SFSGSF,ATL,vs DET,25th,100.75,3600,4.1,33.9,13.4,0.77,22.3,5.7,17.5,22.36,16.86,16.86,%,36,4.7,20.0,2.5,0.7,2017-12-14
Anthony Tolliver,SF/PFSFPF,DET,@ ATL,18th,104.75,3600,7.1,27.7,13.5,0.74,15.6,5.1,18.2,22.11,15.92,15.92,%,56,4.4,15.0,8.5,2.4,2017-12-14
Luke Babbitt,SF/PFSFPF,ATL,vs DET,25th,100.75,3600,0.0,26.6,14.2,0.73,15.3,5.8,19.4,14.0,10.54,10.54,%,43,2.9,17.0,12.75,3.5,2017-12-14
Tyus Jones,PG/SGPGSG,MIN,vs SAC,17th,106.5,3500,0.0,34.8,12.6,0.76,10.8,3.1,16.6,15.93,13.92,13.92,%,17,4.0,17.0,8.25,2.4,2017-12-14
Tyler Zeller,C,BKN,vs NYK,4th,107.0,3500,6.5,28.4,17.1,0.94,20.1,5.9,18.2,18.7,15.9,15.9,%,63,4.5,23.0,20.0,5.7,2017-12-14
Maxi Kleber,PF,DAL,@ GSW,13th,100.5,3500,5.8,35.0,11.8,0.69,13.3,4.1,17.1,28.31,18.34,18.34,%,29,5.2,28.0,10.75,3.1,2017-12-14
Omri Casspi,SF/PFSFPF,GSW,vs DAL,12th,109.5,3500,11.8,40.9,14.0,0.98,15.3,3.9,14.3,29.1,24.27,24.27,%,41,6.9,30.0,39.75,11.4,2017-12-14
