Player,Roster.Position,X.Drafted,FPTS,Date,Contest,ContestType,Roster Position,%Drafted
Johnny O'Bryant III,UTIL,0.03%,1.25,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Jamel Artis,F,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Omer Asik,C,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Noah Vonleh,F,0.03%,0.75,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Richard Jefferson,F,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Jalen Jones,SF,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Meyers Leonard,F,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Semi Ojeleye,SG,0.03%,9.25,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Rashad Vaughn,F,0.03%,6.5,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Julyan Stone,G,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Willie Reed,UTIL,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Sindarius Thornwell,UTIL,0.03%,6.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Danilo Gallinari,UTIL,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Ian Mahinmi,UTIL,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Kay Felder,G,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Deyonta Davis,F,0.03%,4.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Quincy Pondexter,G,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Terrance Ferguson,SF,0.03%,5.5,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Tim Frazier,G,0.03%,5.5,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Guerschon Yabusele,F,0.03%,0.0,2017-12-13,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
LeBron James,PF,56.72%,68.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Kevin Love,UTIL,40.48%,54.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Jordan Bell,C,37.67%,30.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Kevin Durant,F,36.79%,65.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Klay Thompson,G,33.48%,31.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Jimmy Butler,SG,32.19%,51.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Jordan Clarkson,PG,30.03%,17.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Wesley Matthews,F,30.02%,13.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
J.J. Barea,PG,27.14%,25.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Karl-Anthony Towns,C,26.96%,69.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Yogi Ferrell,SG,26.01%,18.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Kyle Kuzma,UTIL,22.36%,28.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Harrison Barnes,SF,20.58%,29.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Omri Casspi,SF,20.00%,39.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Taj Gibson,PF,19.85%,22.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Andre Iguodala,SG,19.78%,20.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Lonzo Ball,G,19.67%,43.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Jeff Teague,PG,19.60%,24.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Brandon Ingram,SG,18.07%,45.0,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Zach Randolph,PF,17.73%,28.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
George Hill,SG,16.97%,24.0,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Julius Randle,C,16.32%,23.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Willie Cauley-Stein,C,14.07%,17.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Andrew Wiggins,SF,13.60%,24.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Dirk Nowitzki,F,13.25%,33.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Brook Lopez,UTIL,12.26%,13.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
J.R. Smith,UTIL,11.83%,19.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Bogdan Bogdanovic,G,11.56%,21.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Kentavious Caldwell-Pope,SG,11.03%,0.0,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
David West,PF,10.66%,22.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Kyle Korver,G,10.59%,15.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Frank Mason III,UTIL,9.63%,15.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
José Calderón,PG,8.68%,35.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Buddy Hield,SG,8.16%,14.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Larry Nance Jr.,SF,7.66%,29.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Jeff Green,F,7.39%,16.25,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Maxi Kleber,UTIL,6.59%,10.75,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Dwight Powell,F,6.31%,15.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
De'Aaron Fox,PG,6.01%,4.0,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Dwyane Wade,PG,5.13%,21.0,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Jae Crowder,UTIL,4.87%,14.0,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
Devin Harris,PG,4.12%,28.5,2017-12-14,$0.25entry_NBA $2.5K Quarter Jukebox [Just $0.25!] (Night),Other,,
