Player,Roster.Position,X.Drafted,FPTS,Date,Contest,ContestType,Roster Position,%Drafted
Tony Parker,PG,0.03%,0.0,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Tristan Thompson,C,0.03%,10.5,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Shabazz Muhammad,F,0.03%,0.0,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Shabazz Napier,UTIL,0.03%,13.0,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Ante Zizic,PF,0.03%,0.0,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Nick Collison,F,0.03%,4.25,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Kristaps Porzingis,PF,0.03%,0.0,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Isaiah Hicks,PF,0.03%,0.0,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Chinanu Onuaku,C,0.03%,0.0,2017-12-16,$3.00entry_NBA $10K Dunk [20 Entry Max],Other,,
Dario Saric,C,38.93%,27.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kevin Love,C,35.54%,44.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kelly Oubre Jr.,SF,33.81%,16.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
JJ Redick,SF,33.51%,12.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
LeBron James,F,31.91%,60.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Khris Middleton,SG,31.27%,37.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
John Wall,UTIL,30.06%,43.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jrue Holiday,PG,29.72%,33.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Bradley Beal,SG,27.69%,44.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Bogdan Bogdanovic,F,27.51%,8.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Giannis Antetokounmpo,SF,26.08%,60.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Richaun Holmes,PF,25.56%,18.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Robert Covington,PF,25.52%,28.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
E'Twaun Moore,F,24.23%,22.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Mike Scott,PF,22.68%,31.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Ben Simmons,PG,22.55%,47.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Frank Mason III,UTIL,22.33%,24.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Eric Bledsoe,G,22.16%,38.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Willie Cauley-Stein,F,21.66%,21.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Zach Randolph,C,19.65%,34.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Anthony Davis,C,16.87%,51.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Rajon Rondo,PG,15.35%,6.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Malcolm Brogdon,UTIL,14.98%,24.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
DeMarcus Cousins,PF,14.34%,49.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Buddy Hield,G,14.02%,39.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Marcin Gortat,UTIL,13.66%,37.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
T.J. McConnell,UTIL,13.64%,13.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
J.R. Smith,UTIL,13.58%,5.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
John Henson,C,12.36%,31.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kosta Koufos,UTIL,10.53%,13.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Kyle Korver,G,10.05%,7.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Garrett Temple,UTIL,9.59%,27.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jameer Nelson,G,9.00%,8.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
José Calderón,PG,8.19%,19.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Markieff Morris,PF,7.98%,17.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Dwyane Wade,PG,7.02%,27.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
De'Aaron Fox,PG,6.83%,4.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jeff Green,F,6.60%,21.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Amir Johnson,C,5.01%,19.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jae Crowder,F,4.17%,22.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Trevor Booker,C,4.08%,20.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jerryd Bayless,PG,2.14%,22.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
George Hill,G,2.13%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Skal Labissiere,F,2.01%,5.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tomas Satoransky,G,1.83%,21.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Vince Carter,F,1.70%,14.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Darius Miller,F,1.67%,4.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Joel Embiid,C,1.66%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Dante Cunningham,PF,1.60%,3.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tristan Thompson,F,1.36%,19.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Timothé Luwawu-Cabarrot,UTIL,1.17%,6.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Matthew Dellavedova,PG,1.15%,8.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Ian Mahinmi,C,1.05%,14.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jakarr Sampson,UTIL,0.95%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jodie Meeks,SG,0.93%,6.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Thon Maker,F,0.77%,15.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tony Snell,G,0.63%,16.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Justin Jackson,SG,0.58%,11.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Ian Clark,G,0.49%,5.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Otto Porter Jr.,F,0.41%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jason Smith,F,0.38%,-0.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
DeAndre Liggins,SF,0.33%,4.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Channing Frye,C,0.25%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Cedi Osman,UTIL,0.21%,0.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tim Frazier,UTIL,0.15%,5.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Rashad Vaughn,F,0.10%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Georgios Papagiannis,C,0.09%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jabari Parker,PF,0.05%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Chris McCullough,PF,0.04%,1.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jason Terry,PG,0.03%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Gary Payton II,G,0.03%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Sterling Brown,SG,0.02%,5.25,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Isaiah Thomas,G,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
D.J. Wilson,F,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
James Michael McAdoo,F,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jacob Pullen,G,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Mike Young,PF,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Omer Asik,C,0.01%,5.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Jalen Jones,UTIL,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Malachi Richardson,G,0.01%,9.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Ante Zizic,F,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Derrick Rose,G,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Charles Cooke,UTIL,0.01%,4.5,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Joel Bolomboy,F,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
London Perrantes,G,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Tony Allen,F,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Frank Jackson,PG,0.01%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Devin Robinson,G,0.00%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Cheick Diallo,PF,0.00%,5.75,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
John Holland,SF,0.00%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Mirza Teletovic,F,0.00%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Harry Giles,C,0.00%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Sheldon Mac,UTIL,0.00%,0.0,2017-12-19,$1.00entry_NBA $30K And-One [20 Entry Max],Other,,
Dario Saric,C,41.11%,27.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Kevin Love,C,36.21%,44.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Kelly Oubre Jr.,F,35.88%,16.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
JJ Redick,UTIL,31.38%,12.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Khris Middleton,SF,31.34%,37.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
LeBron James,SF,31.05%,60.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Richaun Holmes,C,30.23%,18.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jrue Holiday,G,29.96%,33.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
John Wall,PG,29.77%,43.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Bradley Beal,SG,28.17%,44.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Bogdan Bogdanovic,SF,27.47%,8.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Giannis Antetokounmpo,PF,27.13%,60.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
E'Twaun Moore,SG,24.91%,22.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Robert Covington,UTIL,24.64%,28.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Frank Mason III,PG,24.00%,24.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Mike Scott,PF,23.87%,31.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Ben Simmons,G,23.58%,47.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Eric Bledsoe,SG,22.52%,38.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Willie Cauley-Stein,UTIL,21.22%,21.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Zach Randolph,PF,18.99%,34.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Anthony Davis,C,16.56%,51.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Rajon Rondo,PG,14.66%,6.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Buddy Hield,SG,13.95%,39.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
T.J. McConnell,PG,13.89%,13.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
DeMarcus Cousins,C,13.65%,49.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Marcin Gortat,C,13.07%,37.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Malcolm Brogdon,UTIL,13.00%,24.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
J.R. Smith,SG,12.54%,5.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
John Henson,C,12.38%,31.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Kosta Koufos,C,9.86%,13.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Garrett Temple,SG,9.62%,27.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jameer Nelson,G,8.78%,8.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Kyle Korver,SG,8.74%,7.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
De'Aaron Fox,PG,8.39%,4.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Markieff Morris,PF,7.82%,17.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
José Calderón,UTIL,7.67%,19.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Dwyane Wade,SG,7.04%,27.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jeff Green,SF,5.88%,21.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Amir Johnson,C,5.06%,19.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Trevor Booker,UTIL,4.75%,20.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jae Crowder,PF,4.10%,22.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jerryd Bayless,SG,2.18%,22.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Skal Labissiere,PF,1.89%,5.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Tomas Satoransky,G,1.81%,21.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Joel Embiid,C,1.65%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Vince Carter,F,1.62%,14.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Darius Miller,F,1.51%,4.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Dante Cunningham,PF,1.35%,3.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
George Hill,SG,1.31%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Matthew Dellavedova,UTIL,1.25%,8.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Ian Mahinmi,C,1.22%,14.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Tristan Thompson,C,1.03%,19.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Timothé Luwawu-Cabarrot,F,1.03%,6.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jodie Meeks,UTIL,0.87%,6.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jakarr Sampson,F,0.87%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Thon Maker,C,0.58%,15.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Justin Jackson,UTIL,0.58%,11.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Tony Snell,SG,0.56%,16.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Ian Clark,UTIL,0.35%,5.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Otto Porter Jr.,UTIL,0.33%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Channing Frye,UTIL,0.24%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jason Smith,PF,0.24%,-0.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
DeAndre Liggins,SG,0.20%,4.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Cedi Osman,UTIL,0.16%,0.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Tim Frazier,G,0.08%,5.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Rashad Vaughn,UTIL,0.07%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Georgios Papagiannis,UTIL,0.05%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Chris McCullough,C,0.03%,1.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Markelle Fultz,PG,0.02%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Isaiah Thomas,UTIL,0.02%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Gary Payton II,G,0.02%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jason Terry,UTIL,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Mike Young,PF,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Malachi Richardson,G,0.01%,9.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
D.J. Wilson,C,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Derrick Rose,G,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Omer Asik,C,0.01%,5.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Joel Bolomboy,F,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
London Perrantes,PG,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Ante Zizic,PF,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Cheick Diallo,PF,0.01%,5.75,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Sterling Brown,UTIL,0.01%,5.25,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jabari Parker,PF,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jalen Jones,SF,0.01%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Charles Cooke,UTIL,0.00%,4.5,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Devin Robinson,SG,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
John Holland,G,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Mirza Teletovic,SF,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Tony Allen,SG,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Harry Giles,C,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Alexis Ajinca,UTIL,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
James Michael McAdoo,F,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Justin Anderson,F,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Jacob Pullen,PG,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Sheldon Mac,UTIL,0.00%,0.0,2017-12-19,$3.00entry_NBA $120K Sharpshooter [20 Entry Max],Other,,
Dario Saric,C,64.36%,27.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Kelly Oubre Jr.,SF,55.09%,16.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Richaun Holmes,PF,49.91%,18.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Frank Mason III,SG,44.69%,24.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
JJ Redick,SG,38.12%,12.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Kevin Love,PF,36.55%,44.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Bradley Beal,G,35.94%,44.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
John Wall,PG,35.77%,43.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Ben Simmons,PG,32.51%,47.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Robert Covington,F,31.68%,28.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Khris Middleton,SG,29.50%,37.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
LeBron James,SF,26.76%,60.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Giannis Antetokounmpo,SF,23.72%,60.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Mike Scott,PF,23.50%,31.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Bogdan Bogdanovic,G,23.50%,8.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jrue Holiday,UTIL,22.85%,33.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
T.J. McConnell,UTIL,19.58%,13.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Willie Cauley-Stein,C,18.45%,21.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Anthony Davis,C,17.32%,51.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
De'Aaron Fox,G,15.54%,4.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
John Henson,C,13.58%,31.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
E'Twaun Moore,F,12.92%,22.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Trevor Booker,C,11.88%,20.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Eric Bledsoe,PG,11.88%,38.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Buddy Hield,F,11.58%,39.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Marcin Gortat,C,10.79%,37.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jameer Nelson,UTIL,10.53%,8.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
DeMarcus Cousins,C,7.48%,49.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Zach Randolph,UTIL,7.01%,34.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Rajon Rondo,PG,6.83%,6.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
J.R. Smith,F,5.74%,5.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Markieff Morris,PF,5.70%,17.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Dwyane Wade,G,5.31%,27.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Kosta Koufos,UTIL,4.48%,13.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Malcolm Brogdon,G,4.35%,24.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Garrett Temple,PG,4.00%,27.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Kyle Korver,G,3.00%,7.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
José Calderón,PG,2.52%,19.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jeff Green,PF,2.26%,21.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jae Crowder,SF,2.13%,22.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Amir Johnson,C,1.44%,19.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Darius Miller,F,0.96%,4.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
